Comp Depth [cm],Al, Si, P, S, Ar, K, Ca, Ti, Mn, Fe, Ni, Rb,  Zr, Ca_Ti, Si_Ti, Zr_Ti, Ni_Ti, Fe_Ti, Al_Ti, K_Ti, Rb_K,core name
1073.5,838,8833,0,0,10151,90778,720714,45475,6266,209803,1025,3182,1440,15.84857614,0.194238593,0.03166575,0.022539857,4.613589885,0.018427708,1.996217702,0.035052546,HIBO19-A-5-1
1074,791,7924,0,0,10073,84287,743760,44257,6538,204284,937,3370,1407,16.8054771,0.179045123,0.031791581,0.021171792,4.615857378,0.017872879,1.904489685,0.039982441,HIBO19-A-5-1
1074.5,800,7831,0,0,9941,85007,770001,43603,5886,192520,981,2968,1721,17.6593583,0.179597734,0.039469761,0.022498452,4.415292526,0.018347361,1.94956769,0.034914772,HIBO19-A-5-1
1075,890,8238,0,0,9992,89204,724393,44911,6325,199664,933,3279,1555,16.12952283,0.183429449,0.034624034,0.020774421,4.445770524,0.019816971,1.986239451,0.036758441,HIBO19-A-5-1
1075.5,750,11614,0,0,10393,71936,767831,37591,6472,160632,997,2690,2042,20.42592642,0.308956931,0.054321513,0.026522306,4.273150488,0.019951584,1.913649544,0.037394351,HIBO19-A-5-1
1076,709,9784,0,0,9929,68732,661235,35222,6363,151944,994,2391,2113,18.77335188,0.277780932,0.059990915,0.028220998,4.313894725,0.020129465,1.951394015,0.03478729,HIBO19-A-5-1
1076.5,830,8082,0,0,9866,89274,730741,44812,5622,199545,885,3068,1390,16.30681514,0.180353477,0.031018477,0.019749174,4.452936713,0.018521825,1.992189592,0.034366109,HIBO19-A-5-1
1077,732,8201,0,0,10115,81925,775843,43797,6760,187904,983,2820,1534,17.71452383,0.187250268,0.03502523,0.02244446,4.290339521,0.016713474,1.870561911,0.034421727,HIBO19-A-5-1
1077.5,660,7668,0,0,9873,80481,718804,42356,6963,188095,931,2957,1364,16.97053546,0.181036925,0.03220323,0.021980357,4.440811219,0.015582208,1.900108603,0.036741591,HIBO19-A-5-1
1078,759,8116,0,0,9740,86589,751175,45376,5922,195453,1203,3243,1723,16.5544561,0.178861072,0.037971615,0.026511812,4.307409203,0.016726904,1.908255465,0.037452794,HIBO19-A-5-1
1078.5,822,8214,0,0,9752,89777,729048,44947,5571,195245,1096,3227,1520,16.22017042,0.182748571,0.033817607,0.024384275,4.34389392,0.018288206,1.997396934,0.035944618,HIBO19-A-5-1
1079,787,8659,0,0,9895,95468,725703,46230,7385,205632,1030,3294,1511,15.69766385,0.187302617,0.032684404,0.022279905,4.448020766,0.017023578,2.065065974,0.034503708,HIBO19-A-5-1
1079.5,914,8549,0,0,9922,95301,715684,46258,6744,206704,835,3347,1380,15.47157248,0.184811276,0.029832678,0.018050932,4.468502745,0.019758744,2.060205802,0.035120303,HIBO19-A-5-1
1080,809,8094,0,0,10085,92787,742764,44863,6852,199975,966,3060,1366,16.55627131,0.180415933,0.030448254,0.02153222,4.457459376,0.018032677,2.068229944,0.032978758,HIBO19-A-5-1
1080.5,789,8542,0,0,10240,92038,749540,45180,7256,203795,1112,3483,1222,16.59008411,0.189065958,0.027047366,0.02461266,4.510734838,0.017463479,2.037140328,0.037843065,HIBO19-A-5-1
1081,819,8051,0,0,10149,95881,709285,45493,7198,206407,1008,3343,1247,15.59107995,0.176972281,0.02741081,0.022157255,4.5371156,0.01800277,2.107598971,0.034866136,HIBO19-A-5-1
1081.5,867,8309,0,0,10167,109939,641014,53038,4377,204581,1139,3813,1690,12.08593838,0.156661262,0.031863947,0.021475169,3.85725329,0.01634677,2.072834571,0.03468287,HIBO19-A-5-1
1082,884,8305,0,0,10085,102351,762008,55208,5038,191322,1210,3461,1610,13.80249239,0.150431097,0.02916244,0.021917113,3.465476018,0.016012172,1.853916099,0.033815009,HIBO19-A-5-1
1082.5,844,8231,0,0,9957,93978,773740,50796,6229,188169,1352,3268,1585,15.23230176,0.162040318,0.031203244,0.026616269,3.704405859,0.016615482,1.850106308,0.034774096,HIBO19-A-5-1
1083,850,8265,0,0,9943,93899,698885,45459,6189,200266,1034,3593,1391,15.37396335,0.181812182,0.030599001,0.022745771,4.405420269,0.018698168,2.065575574,0.038264518,HIBO19-A-5-1
1083.5,771,7418,0,0,10111,87896,760809,42543,6899,181774,1038,2740,1506,17.88329455,0.17436476,0.035399478,0.024398844,4.272712315,0.01812284,2.066050819,0.031173205,HIBO19-A-5-1
1084,769,7712,0,0,10064,92971,694809,44468,5933,191211,1122,3515,1493,15.62492129,0.173428083,0.033574705,0.025231627,4.299968517,0.017293335,2.090739408,0.037807488,HIBO19-A-5-1
1084.5,793,8224,0,0,10117,95536,702307,44380,5388,194060,924,3449,1337,15.82485354,0.185308698,0.030126183,0.020820189,4.372690401,0.017868409,2.152681388,0.036101574,HIBO19-A-5-1
1085,954,8033,0,0,10114,97319,693155,44358,6327,190606,931,3507,1192,15.62638081,0.181094729,0.026872267,0.020988322,4.296992651,0.021506831,2.193944722,0.036036129,HIBO19-A-5-1
1085.5,882,7683,0,0,9999,94099,678083,43336,4834,185300,1019,3429,1200,15.64710633,0.17728909,0.027690604,0.023513938,4.275890714,0.020352594,2.171381761,0.036440345,HIBO19-A-5-1
1086,879,7732,0,0,10083,93299,690460,42590,5477,184572,1007,3412,1349,16.2117868,0.181544964,0.031674102,0.023644048,4.333693355,0.020638648,2.190631604,0.036570596,HIBO19-A-5-1
1086.5,798,7733,0,0,10030,94461,672951,43582,4755,189037,1220,3127,1147,15.4410307,0.177435639,0.026318205,0.027993208,4.337501721,0.018310312,2.167431508,0.033103609,HIBO19-A-5-1
1087,774,7601,0,0,9840,93965,719487,42438,5137,181785,1086,3242,1368,16.95383854,0.179108346,0.032235261,0.025590273,4.283543051,0.018238371,2.214171262,0.034502208,HIBO19-A-5-1
1087.5,756,7213,0,0,10168,92826,661023,41667,4463,183868,1085,3494,1136,15.86442508,0.173110615,0.027263782,0.026039792,4.412796698,0.018143855,2.227806178,0.037640316,HIBO19-A-5-1
1088,767,7260,0,0,9927,93978,676474,41959,6437,185785,1164,3312,1080,16.12226221,0.173026049,0.025739412,0.027741367,4.427774732,0.018279749,2.239757859,0.035242291,HIBO19-A-5-1
1088.5,777,6844,0,0,10225,91825,676704,41061,5466,181845,1088,3797,1086,16.48045591,0.166678844,0.026448455,0.026497163,4.428654928,0.018923066,2.236306958,0.041350395,HIBO19-A-5-1
1089,733,7355,0,0,10068,92706,680953,40518,6967,179032,991,3423,1369,16.80618491,0.181524261,0.033787452,0.024458265,4.418579397,0.018090725,2.288020139,0.036923176,HIBO19-A-5-1
1089.5,730,7108,0,0,9925,90746,665966,40343,6010,182765,1267,3229,1189,16.50759735,0.176189178,0.029472275,0.031405696,4.530277867,0.018094837,2.249361723,0.035582836,HIBO19-A-5-1
1090,785,7266,0,0,10148,93674,689905,41152,5165,185515,1134,3574,1397,16.76479879,0.17656493,0.033947317,0.027556376,4.508043351,0.019075622,2.276292768,0.038153597,HIBO19-A-5-1
1090.5,782,7166,0,0,10170,91925,708535,40855,6683,181831,998,3631,1359,17.34267532,0.175400808,0.033263982,0.024427855,4.450642516,0.019140864,2.250030596,0.039499592,HIBO19-A-5-1
1091,838,7272,0,0,10100,94083,648261,41673,3006,184633,1006,3674,1240,15.5558995,0.174501476,0.029755477,0.024140331,4.430518561,0.020108943,2.257648837,0.039050626,HIBO19-A-5-1
1091.5,861,7129,0,0,10279,90119,620924,40775,6462,184311,1054,3603,1480,15.22805641,0.174837523,0.03629675,0.025849172,4.520196199,0.02111588,2.21015328,0.03998047,HIBO19-A-5-1
1092,798,6969,0,0,10130,87797,601090,42179,6168,190071,953,3299,1796,14.25093056,0.165224401,0.042580431,0.022594182,4.506294602,0.018919367,2.081533465,0.037575316,HIBO19-A-5-1
1092.5,772,6518,0,0,10574,85592,541635,44862,5319,198191,946,3557,1866,12.0733583,0.14529,0.041594222,0.021086889,4.417792341,0.017208328,1.907895323,0.041557622,HIBO19-A-5-1
1093,846,6852,0,0,10366,89753,603791,42081,6115,187428,1058,3450,1320,14.34830446,0.16282883,0.031368076,0.025141988,4.453981607,0.020104085,2.132862812,0.038438827,HIBO19-A-5-1
1093.5,736,6586,0,0,10195,86170,607944,40266,5627,182558,1047,3479,1232,15.09819699,0.163562311,0.030596533,0.026002086,4.533800228,0.018278448,2.140018874,0.04037368,HIBO19-A-5-1
1094,776,7049,0,0,10416,89394,632681,42048,6186,191555,933,3508,1238,15.04663718,0.167641743,0.029442542,0.022188927,4.555626903,0.018455099,2.125998858,0.039242007,HIBO19-A-5-1
1094.5,918,7610,0,0,10117,92552,647988,42985,6324,192852,1014,3430,1253,15.074747,0.177038502,0.029149703,0.023589624,4.486495289,0.021356287,2.153123183,0.037060247,HIBO19-A-5-1
1095,943,8599,0,0,9921,93656,674514,42830,5788,188745,973,3322,1255,15.74863413,0.200770488,0.029301891,0.022717721,4.406840999,0.022017278,2.186691571,0.035470231,HIBO19-A-5-1
1095.5,929,7847,0,0,9962,89165,625807,42133,6824,190665,982,3475,1355,14.85313175,0.186243562,0.032160065,0.023307146,4.5253127,0.022049225,2.116274654,0.038972691,HIBO19-A-5-1
1096,719,7169,0,0,10050,85659,600273,41450,5765,195235,912,3441,1305,14.48185766,0.172955368,0.031483715,0.022002413,4.71013269,0.0173462,2.066562123,0.04017091,HIBO19-A-5-1
1096.5,752,6501,0,0,9847,79098,571166,38301,5547,186754,1063,3422,1735,14.91256103,0.169734472,0.045299078,0.027753845,4.875956241,0.019633952,2.065168011,0.043262788,HIBO19-A-5-1
1097,722,5886,0,0,10248,80058,586485,39647,6616,186571,1086,3612,1259,14.79267032,0.148460161,0.03175524,0.027391732,4.705803718,0.01821071,2.019270058,0.04511729,HIBO19-A-5-1
1097.5,517,4912,0,0,10050,76930,563720,38547,6039,186568,828,3668,1329,14.62422497,0.127428853,0.034477391,0.021480271,4.84001349,0.013412198,1.995745454,0.047679709,HIBO19-A-5-1
1098,611,5348,0,0,9747,78564,591035,39233,6194,187547,939,3876,1432,15.06474142,0.136313817,0.036499885,0.023933933,4.780337981,0.015573624,2.002497897,0.049335574,HIBO19-A-5-1
1098.5,588,5315,0,0,10486,79274,577726,38575,5694,187770,822,3505,1456,14.97669475,0.137783539,0.037744653,0.021309138,4.867660402,0.015243033,2.055061568,0.04421374,HIBO19-A-5-1
1099,725,5939,0,0,10366,82198,607340,39551,6839,187931,1134,3423,1366,15.35586964,0.150160552,0.034537686,0.028671841,4.751611843,0.018330763,2.078278678,0.041643349,HIBO19-A-5-1
1099.5,758,6759,0,0,10308,86453,631147,40537,4960,188827,1039,3607,949,15.56965242,0.166736562,0.023410711,0.025630905,4.658139478,0.018698966,2.132693589,0.041722092,HIBO19-A-5-1
1100,767,7150,0,0,10111,87721,669253,40725,6507,187116,1112,3864,1227,16.43346839,0.175567833,0.030128913,0.027305095,4.594622468,0.01883364,2.153984039,0.044048745,HIBO19-A-5-1
1100.5,776,7099,0,0,10105,87506,700411,40133,6410,186349,1261,3432,1206,17.45224628,0.176886851,0.030050083,0.031420527,4.643286074,0.019335709,2.180400169,0.039220168,HIBO19-A-5-1
1101,861,7472,0,0,10220,90590,708926,41919,5836,186430,1092,3591,1402,16.9118061,0.178248527,0.033445454,0.02605024,4.447386627,0.020539612,2.161072545,0.039640137,HIBO19-A-5-1
1101.5,819,7729,0,0,10303,94330,744247,42418,5402,183310,866,3225,1214,17.5455467,0.182210382,0.028619926,0.020415861,4.321514451,0.019307841,2.223820076,0.034188487,HIBO19-A-5-1
1102,849,7832,0,0,10293,95212,733264,42304,5476,186870,952,3563,1212,17.33320726,0.185136157,0.028649773,0.022503782,4.417312784,0.020069024,2.250661876,0.037421754,HIBO19-A-5-1
1102.5,791,8329,0,0,10928,96930,742387,41905,5383,182072,1135,3288,1267,17.71595275,0.198759098,0.030235055,0.027085073,4.344875313,0.018876029,2.31308913,0.033921387,HIBO19-A-5-1
1103,1014,9673,0,0,11029,103554,794807,43668,6284,184654,1114,3576,1192,18.20113126,0.22151232,0.027296876,0.025510671,4.22858844,0.023220665,2.37139324,0.034532708,HIBO19-A-5-1
1103.5,1357,13248,0,0,11125,116342,850491,47409,4560,194601,954,3568,1164,17.93944188,0.279440613,0.0245523,0.020122762,4.104726951,0.028623257,2.454006623,0.030668202,HIBO19-A-5-1
1104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-5-1
1104.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-5-2
1105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-5-2
1105.5,1755,17343,0,0,8762,121033,961250,50297,3533,205242,1114,3510,1498,19.11147782,0.344811818,0.029783088,0.022148438,4.080601229,0.034892737,2.406366185,0.029000355,HIBO19-A-5-2
1106,1690,16395,0,0,9261,121259,861479,48809,2248,203606,1115,3389,1221,17.65000307,0.335901166,0.025015878,0.022844148,4.171484767,0.034624762,2.484357393,0.027948441,HIBO19-A-5-2
1106.5,1875,17130,0,0,9078,127965,898500,50595,3484,208757,908,3748,1419,17.75867181,0.338571005,0.02804625,0.017946437,4.126040123,0.037058998,2.52920249,0.029289259,HIBO19-A-5-2
1107,1804,16959,0,0,9378,125212,894396,49854,3667,208935,1140,3526,1423,17.94030569,0.340173306,0.028543347,0.022866771,4.190937538,0.036185662,2.511573795,0.02816024,HIBO19-A-5-2
1107.5,1723,17513,0,0,9516,124850,883107,50046,2606,212294,1049,3704,1317,17.64590577,0.349938057,0.026315789,0.020960716,4.241977381,0.034428326,2.494704872,0.029667601,HIBO19-A-5-2
1108,1576,14778,0,0,9056,115249,839023,46579,4231,190426,818,3332,1204,18.01290281,0.317267438,0.025848558,0.017561562,4.088237188,0.03383499,2.474269521,0.028911314,HIBO19-A-5-2
1108.5,1685,16386,0,0,9437,121647,891244,48479,3935,200322,935,3229,1150,18.38412509,0.338002021,0.023721611,0.019286701,4.132139689,0.034757318,2.509272056,0.026544017,HIBO19-A-5-2
1109,1775,16053,0,0,9618,122216,902514,48798,3195,198417,1055,3403,1358,18.49489733,0.3289684,0.027829009,0.021619739,4.066088774,0.036374442,2.504528874,0.027844145,HIBO19-A-5-2
1109.5,1697,16149,0,0,9523,125617,877742,49469,2859,197974,1264,3419,1324,17.74327357,0.326446866,0.026764236,0.025551355,4.001981039,0.034304312,2.539307445,0.027217654,HIBO19-A-5-2
1110,1782,16058,0,0,9630,126738,861501,48946,2927,198172,964,3679,1295,17.60105014,0.328075839,0.026457729,0.019695174,4.048788461,0.036407469,2.589343358,0.029028389,HIBO19-A-5-2
1110.5,1718,16136,0,0,9305,127221,872811,48901,3447,202903,900,3758,1063,17.8485307,0.329972802,0.021737797,0.018404532,4.149260751,0.035132206,2.601603239,0.029539148,HIBO19-A-5-2
1111,1790,16653,0,0,9574,130624,843336,49928,3816,208707,1041,3538,1262,16.8910431,0.333540298,0.025276398,0.020850024,4.18015943,0.035851626,2.616247396,0.027085375,HIBO19-A-5-2
1111.5,1843,16872,0,0,9470,132673,824066,50140,1049,212390,1027,3978,1213,16.43530116,0.336497806,0.024192262,0.020482649,4.23593937,0.03675708,2.646051057,0.029983493,HIBO19-A-5-2
1112,1768,16645,0,0,9528,127259,872370,50028,2750,206739,1126,3563,1518,17.43763492,0.33271368,0.030343008,0.022507396,4.132465819,0.035340209,2.543755497,0.02799802,HIBO19-A-5-2
1112.5,1693,16609,0,0,9719,124222,874462,48602,2152,203577,964,3575,1262,17.99230484,0.341734908,0.02596601,0.019834575,4.188654788,0.034833957,2.555903049,0.028779121,HIBO19-A-5-2
1113,1761,16428,0,0,9975,130382,872161,50317,3291,209585,1117,3671,1224,17.33332671,0.326490053,0.024325775,0.022199257,4.165292048,0.034998112,2.591211718,0.028155727,HIBO19-A-5-2
1113.5,1714,16217,0,0,9952,127129,861970,50130,2715,209411,948,3674,1422,17.1946938,0.323498903,0.028366248,0.018910832,4.177358867,0.034191103,2.535986435,0.028899779,HIBO19-A-5-2
1114,1677,15943,0,0,9848,124235,868832,50331,2407,210728,1182,3609,1129,17.26236316,0.316763029,0.022431503,0.023484532,4.186843099,0.033319425,2.46835946,0.029049785,HIBO19-A-5-2
1114.5,1673,16220,0,0,10049,126799,863510,50292,3022,215308,1110,3487,1469,17.16992762,0.322516504,0.029209417,0.022071105,4.281158037,0.033265728,2.521255866,0.027500217,HIBO19-A-5-2
1115,1598,15932,0,0,9976,121997,876171,49231,4052,209395,896,3457,1109,17.79714001,0.323617233,0.022526457,0.018199915,4.253316,0.032459223,2.478052447,0.028336762,HIBO19-A-5-2
1115.5,1592,15249,0,0,10031,119955,868129,48847,2951,208096,1203,3537,1105,17.77241182,0.312178844,0.022621655,0.02462792,4.260159273,0.032591561,2.455729113,0.029486057,HIBO19-A-5-2
1116,1652,15293,0,0,9842,122580,840532,49202,1999,210179,747,3334,992,17.0832893,0.310820698,0.020161782,0.01518231,4.271757246,0.033575871,2.49136214,0.027198564,HIBO19-A-5-2
1116.5,1548,15183,0,0,9896,118811,872885,48306,3570,206382,917,3209,1210,18.0699085,0.314308782,0.025048648,0.018983149,4.272388523,0.032045709,2.459549538,0.027009284,HIBO19-A-5-2
1117,1586,15337,0,0,9927,118440,881790,48417,3883,205574,1138,3469,1160,18.21240473,0.316768903,0.023958527,0.023504141,4.245905364,0.032757089,2.446248219,0.029289092,HIBO19-A-5-2
1117.5,1590,15133,0,0,10236,116785,887995,47169,3007,201540,977,3605,1394,18.8258178,0.320825118,0.029553308,0.020712756,4.272721491,0.03370858,2.475884585,0.03086869,HIBO19-A-5-2
1118,1569,14934,0,0,10208,117948,872221,47571,4032,205332,1011,3287,1351,18.33514116,0.313930756,0.028399655,0.021252444,4.316327174,0.032982279,2.479409724,0.027868213,HIBO19-A-5-2
1118.5,1586,14993,0,0,10219,117408,859526,48251,3519,210334,960,3231,1223,17.81364117,0.310729311,0.025346625,0.019895961,4.359163541,0.032869785,2.433275994,0.027519419,HIBO19-A-5-2
1119,1399,14239,0,0,9899,115433,843774,47456,2313,206714,936,3263,1190,17.78013318,0.300046359,0.02507586,0.019723533,4.355908631,0.029479939,2.432421612,0.02826748,HIBO19-A-5-2
1119.5,1618,15175,0,0,10060,117306,860053,48269,2859,212506,1001,3465,1182,17.81791626,0.314383973,0.024487766,0.020737948,4.402535789,0.033520479,2.430255443,0.029538131,HIBO19-A-5-2
1120,1598,15440,0,0,10202,115301,879368,49043,3242,211624,1111,3403,1236,17.93055074,0.314825765,0.025202373,0.02265359,4.315070448,0.032583651,2.351018494,0.029514055,HIBO19-A-5-2
1120.5,1483,15925,0,0,10231,117861,886620,49484,3255,210054,1136,3123,1260,17.9173066,0.321821195,0.025462776,0.022956915,4.244887236,0.029969283,2.381800178,0.026497315,HIBO19-A-5-2
1121,1619,15220,0,0,9903,114379,857654,48438,2249,209704,1043,3201,1222,17.70622239,0.314216111,0.025228127,0.021532681,4.329328213,0.033424171,2.361348528,0.027985907,HIBO19-A-5-2
1121.5,1514,15483,0,0,9940,112491,875514,48919,3796,203469,706,3158,1264,17.89721785,0.31650279,0.025838631,0.01443202,4.159304156,0.03094912,2.299535968,0.028073357,HIBO19-A-5-2
1122,1632,15825,0,0,10292,114611,907016,49632,3972,199969,944,3088,1427,18.2748227,0.318846712,0.028751612,0.019019987,4.029033688,0.032882012,2.309215828,0.026943313,HIBO19-A-5-2
1122.5,1622,15921,0,0,10282,110790,931628,48854,3342,194418,1047,3180,1197,19.06963606,0.325889385,0.024501576,0.021431203,3.979571785,0.033200966,2.267777459,0.028702952,HIBO19-A-5-2
1123,1560,15628,0,0,10216,112167,914369,47841,2875,196012,1174,3176,1083,19.11266487,0.326665413,0.022637487,0.024539621,4.09715516,0.032608014,2.344578918,0.028314923,HIBO19-A-5-2
1123.5,1624,15707,0,0,10244,110912,920534,48011,4700,190794,1202,3050,1150,19.17339776,0.327154194,0.023952844,0.025035929,3.9739643,0.033825582,2.31013726,0.027499279,HIBO19-A-5-2
1124,1710,16334,0,0,10103,115411,926387,48651,3915,188986,1023,3391,1534,19.04147911,0.335738217,0.031530698,0.021027317,3.88452447,0.035148301,2.372222565,0.029381948,HIBO19-A-5-2
1124.5,1611,16130,0,0,10091,118975,907115,48086,3548,199257,1187,3740,1229,18.8644304,0.335440669,0.025558375,0.024684939,4.143763257,0.033502475,2.474212869,0.031435175,HIBO19-A-5-2
1125,1581,16036,0,0,10332,118282,911004,47900,4154,201382,1020,3195,1397,19.01887265,0.334780793,0.029164927,0.021294363,4.204217119,0.033006263,2.469352818,0.027011718,HIBO19-A-5-2
1125.5,1745,16459,0,0,10146,118123,930091,48221,4190,200299,929,3452,1358,19.28809025,0.341324319,0.028162004,0.019265465,4.153771179,0.036187553,2.449617387,0.029223775,HIBO19-A-5-2
1126,1699,16238,0,0,9990,118312,919836,47640,3431,193952,1075,3344,1469,19.30806045,0.340848027,0.030835432,0.022565071,4.071200672,0.035663308,2.483459278,0.02826425,HIBO19-A-5-2
1126.5,1645,16736,0,0,9769,115574,878839,53326,4835,209790,1150,3160,1523,16.48049732,0.313843153,0.028560177,0.021565465,3.934103439,0.030847992,2.167310505,0.02734179,HIBO19-A-5-2
1127,1712,15743,0,0,10154,119693,858267,47854,2824,190456,1324,3360,1370,17.93511514,0.328979814,0.028628746,0.027667489,3.979938981,0.035775484,2.50121202,0.028071817,HIBO19-A-5-2
1127.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-5-2
1128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HIBO19-A-5-2
1128.5,1759,16089,0,0,10851,116540,881688,48056,3423,189592,1168,3472,1010,18.34709506,0.334796904,0.021017147,0.024304978,3.945230564,0.03660313,2.425087398,0.029792346,HIBO19-A-5-2
1129,1644,16113,0,0,10258,116550,931824,47844,4406,195013,1102,3136,1265,19.47629797,0.336782042,0.026440097,0.023033191,4.076017891,0.034361675,2.436042137,0.026906907,HIBO19-A-5-2
1129.5,1651,15285,0,0,10003,116101,912806,47239,2905,201210,1063,3587,1202,19.32314401,0.323567391,0.025445077,0.022502593,4.259404306,0.034949935,2.457736193,0.030895513,HIBO19-A-5-2
1130,1647,16419,0,0,9984,115672,941599,47598,3872,206301,1052,3269,1253,19.78232279,0.344951469,0.026324635,0.022101769,4.334236733,0.034602294,2.430186142,0.028260945,HIBO19-A-5-2
